FLAG,Avg_min_between_sent_tnx,Avg_min_between_received_tnx,Time_Diff_between_first_and_last_Mins,Sent_tnx,Received_Tnx,Number_of_Created_Contracts,Unique_Received_From_Addresses,Unique_Sent_To_Addresses,min_value_received,max_value_received,avg_val_received,min_val_sent,max_val_sent,avg_val_sent,min_value_sent_to_contract,max_val_sent_to_contract,total_Ether_sent,total_ether_received,total_ether_sent_contracts,total_ether_balance,Total_ERC20_tnxs,ERC20_total_Ether_received,ERC20_total_ether_sent,ERC20_total_Ether_sent_contract,ERC20_uniq_sent_addr,ERC20_uniq_rec_addr,ERC20_uniq_sent_addr.1,ERC20_uniq_rec_contract_addr,ERC20_min_val_rec,ERC20_max_val_rec,ERC20_avg_val_rec,ERC20_min_val_sent,ERC20_max_val_sent,ERC20_avg_val_sent,ERC20_uniq_sent_token_name,ERC20_uniq_rec_token_name,ERC20_most_sent_token_type,ERC20_most_rec_token_type
0,22.62,0.0,67.87,3,1,0,1,3,101.0,101.0,101.0,0.043255,55.231255,33.666149,0.0,0.0,100.998446,101.0,0.0,0.001554,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,8655.23,1081904.15,0,125,1,3,0,0.0,0.402418,0.186779,0.0,0.0,0.0,0.0,0.0,0.0,23.34742062,0.0,23.34742062,5,6.948537799,0.0,0.0,0,5,0,5,0.0,3.0,1.389708,0.0,0.0,0.0,0,5,No Token Usage,Others
0,4304.14,6976.86,77925.72,10,5,0,4,5,4.4e-05,1.173669,0.497692,0.0,0.710208,0.247895,0.0,0.0,2.478951498,2.48845799,0.0,0.009506492,7,321.9640434,321.9640434,0.0,2,2,0,2,50.0,164.572978,107.321348,5.943455,266.020588,80.491011,2,2,ICONOMI,Golem
1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,9495.79,161428.38,0,17,1,6,0,0.0,28.36,6.850245,0.0,0.0,0.0,0.0,0.0,0.0,116.4541597,0.0,116.4541597,1,1.287871946,0.0,0.0,0,1,0,1,1.287872,1.287872,1.287872,0.0,0.0,0.0,0,1,No Token Usage,OmiseGO
0,162.16,0.33,324.97,2,2,0,2,2,37.559047,63.440953,50.5,0.320011,100.679004,50.499508,0.0,0.0,100.9990158,101.0,0.0,0.000984218,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,11690.1,8881.8,155693.43,8,7,0,3,1,0.315601,3.373056,1.569279,0.08,3.3,1.3725,0.0,0.0,10.98,10.98495249,0.0,0.00495249,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,1272.16,1833.51,18634.02,6,6,0,6,5,0.0,1.093859,0.671598,8e-05,1.0,0.671225,0.0,0.0,4.0273477,4.02958824,0.0,0.00224054,1,1e-11,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0,1,No Token Usage,Others
0,201.39,180.13,1727.45,5,4,1,4,3,0.001,3.134371,1.579329,0.0,3.13228,1.253666,0.0,0.0,6.26833174,6.31731646,0.0,0.04898472,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,4069.75,6002.18,70708.35,10,5,0,5,7,0.0001,1.000565,0.400133,0.008,0.69,0.201193,0.0,0.0,2.01193405,2.00066502,0.0,-0.01126903,1,1.337,0.0,0.0,0,1,0,1,1.337,1.337,1.337,0.0,0.0,0.0,0,1,No Token Usage,Blockwell say NOTSAFU
1,328.8,838.22,4668.05,4,4,0,4,4,0.5,38.0,17.15,11.59664,19.0,17.14916,0.0,0.0,68.59664,68.6,0.0,0.00336,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,17.3,0.0,51.9,3,1,0,1,3,101.0,101.0,101.0,25.0,40.50131,33.665988,0.0,0.0,100.9979647,101.0,0.0,0.002035312,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,1359.62,39429.03,0,29,1,14,0,0.0,0.38,0.061469,0.0,0.0,0.0,0.0,0.0,0.0,1.782608276,0.0,1.782608276,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,335.15,362971.85,0,1083,0,500,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982,22035205.85,21771704.14,0.0,460,490,0,5,0.0,3766089.0,42213.03803,1.0,3766089.0,47329.79162,1,5,WINGS,WINGS
0,92996.37,6860.16,571698.55,6,2,0,1,5,1.088532,111.0,56.044266,0.0,110.0,18.673333,0.0,0.0,112.04,112.0885324,0.0,0.04853238,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,23.23,0.0,69.68,3,1,0,1,3,101.0,101.0,101.0,1.0,56.662458,33.998884,0.0,0.0,101.996652,101.0,0.0,-0.996652,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,17443.5,226765.5,0,13,1,3,0,0.0,15.0,3.808764,0.0,0.0,0.0,0.0,0.0,0.0,49.51392584,0.0,49.51392584,1,1.543082036,0.0,0.0,0,1,0,1,1.543082,1.543082,1.543082,0.0,0.0,0.0,0,1,No Token Usage,OmiseGO
0,9312.07,11088.47,1200023.08,86,36,0,12,44,0.001,40.0,6.856375,0.0,108.8,4.343751,0.0,0.0,373.562612,246.8294831,0.0,-126.7331289,97,6442.974429,8536.287061,0.0,8,22,0,33,0.0,1507.655661,117.14499,0.0,2500.0,203.24493,26,33,Trustcoin,ICONOMI
0,3.16,14430.54,43301.08,3,3,0,3,1,0.3,7.66,3.153333,0.29946,7.65958,3.152863,0.0,0.0,9.458590154,9.46,0.0,0.001409846,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,1572.64,3544.44,1194759.93,336,188,0,4,330,0.01,22943.79752,1288.712289,3.8e-05,14999.99958,721.064972,0.0,0.0,242277.8306,242277.9104,0.0,0.079839968,32,51332.08413,0.0,0.0,0,26,0,30,0.0,20180.614,1604.127629,0.0,0.0,0.0,0,30,No Token Usage,Others
0,109.48,0.82,330.08,3,2,0,2,3,3.967084,97.032916,50.5,1.0,67.316056,33.666165,0.0,0.0,100.9984936,101.0,0.0,0.001506437,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,58.71,3047.9,1,6,0,6,1,0.001289,1.8,0.496406,2.977387,2.977387,2.977387,0.0,0.0,2.9773869,2.9784369,0.0,0.00105,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,35156.46,8243.51,516921.03,14,3,0,1,6,2.6,15.0,9.2,0.0,17.0,2.008357,0.0,0.0,28.117,27.6,0.0,-0.517,19,173496.0916,171370.3216,0.0,3,7,0,11,0.0,170000.0,12392.57798,9.5e-05,170000.0,34274.06432,3,11,EOS,EOS
0,162.55,0.6,326.3,2,2,0,2,2,41.329687,59.670313,50.5,0.3,100.699016,50.499508,0.0,0.0,100.9990158,101.0,0.0,0.000984218,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,162.3,0.53,325.65,2,2,0,2,2,30.247768,70.752232,50.5,0.199097,100.799919,50.499508,0.0,0.0,100.9990158,101.0,0.0,0.000984218,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,463.89,2449.33,861034.55,251,304,0,1,251,0.019449,1.059149,0.504319,0.001063,1.058726,0.610406,0.0,0.0,153.211798,153.312909,0.0,0.101111053,2,0.01,100.0,0.0,1,1,0,1,0.01,0.01,0.01,100.0,100.0,100.0,1,1,blockwell.ai KYC Casper Token,WisePlat Token
0,2848.67,23825.74,263895.43,9,10,0,5,5,0.01,3.012475,1.00437,0.0,6.0,1.115087,0.0,0.0,10.03578349,10.04369856,0.0,0.007915072,5,210.1652362,210.1649696,0.0,1,3,0,2,0.175236,199.99,70.055079,10.17497,199.99,105.082485,2,2,OmiseGO,OmiseGO
0,10164.5,12631.84,758394.62,51,19,0,12,29,0.035,8.834159,1.353713,0.0,8.5,0.933334,0.0,0.0,47.60001714,25.72055493,0.0,-21.87946221,47,391694.0727,185766.7281,0.0,15,23,0,23,0.0,96018.0,13506.69216,0.0,97007.0,10320.37379,15,21,PILLAR,Others
1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,1.12,0.07,3.52,3,2,0,2,3,960.745806,1040.254194,1000.5,0.501,1061.429976,666.999528,0.0,0.0,2000.998585,2001.0,0.0,0.001414909,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.337,0.0,0.0,0,1,0,1,1.337,1.337,1.337,0.0,0.0,0.0,0,1,No Token Usage,Blockwell say NOTSAFU
1,0.0,18660.71,119211.8,1,6,0,6,1,0.003281,6.0,1.184547,7.020217,7.020217,7.020217,0.0,0.0,7.02021651,7.10727983,0.0,0.08706332,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.337,0.0,0.0,0,1,0,1,1.337,1.337,1.337,0.0,0.0,0.0,0,1,No Token Usage,Blockwell say NOTSAFU
1,0.0,0.0,3177.37,1,1,0,1,1,0.5,0.5,0.5,0.499139,0.499139,0.499139,0.0,0.0,0.499139,0.5,0.0,0.000861,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,42547.79,72976.79,431669.3,5,3,0,3,5,0.99,12.49142,5.522174,0.1,12.490979,3.312864,0.0,0.0,16.56431831,16.56652331,0.0,0.002205,3,125.5999683,0.0,0.0,0,3,0,3,0.0,115.808788,41.866656,0.0,0.0,0.0,0,3,No Token Usage,VIU
1,0.0,0.0,90490.12,1,1,0,1,1,0.112873,0.112873,0.112873,0.112012,0.112012,0.112012,0.0,0.0,0.11201204,0.11287304,0.0,0.000861,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,20.99,701.49,521633.9,722,722,0,3,1,0.197314,0.999,0.235021,0.193957,0.995643,0.232724,0.0,0.0,168.0270422,169.6853577,0.0,1.658315508,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,162.61,0.0,325.22,2,1,0,1,2,101.0,101.0,101.0,2.063412,98.935562,50.499487,0.0,0.0,100.9989738,101.0,0.0,0.001026218,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,0.0,3527.05,1,1,0,1,1,0.5,0.5,0.5,0.499139,0.499139,0.499139,0.0,0.0,0.499139,0.5,0.0,0.000861,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,527.28,3695.03,189987.88,73,41,0,22,56,0.008,138.073446,5.357311,0.005,35.0,3.008475,0.0,0.0,219.6186897,219.6497441,0.0,0.031054392,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,17517.21,9672.3,392152.93,13,17,0,13,12,0.004066,7.495,1.650545,0.369547,7.49865,2.157884,0.0,0.0,28.05248733,28.05925891,0.0,0.00677158,14,20184.91761,0.0,0.0,0,13,0,14,0.0,16888.0,1441.77983,0.0,0.0,0.0,0,14,No Token Usage,Golem
0,158.55,0.36,318.18,2,3,0,3,2,2.029381,84.655355,33.666667,5.934,95.064571,50.499286,0.0,0.0,100.9985715,101.0,0.0,0.001428506,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,1487.2,229028.6,0,154,1,5,0,0.0,1.171451,0.456811,0.0,0.0,0.0,0.0,0.0,0.0,70.34896046,0.0,70.34896046,2,1.973839788,0.0,0.0,0,2,0,2,0.904237,1.069603,0.98692,0.0,0.0,0.0,0,2,No Token Usage,OmiseGO
0,63819.21,336.67,511227.0,8,2,0,2,5,0.006845,1.595,0.800922,1e-05,1.5,0.458381,0.0,0.0,3.667049401,1.6018449,0.0,-2.065204501,11,834.17353,0.0,0.0,0,9,0,11,0.0,365.0,75.833957,0.0,0.0,0.0,0,11,No Token Usage,XENON
1,0.0,0.0,2785.25,1,1,0,1,1,0.517,0.517,0.517,0.516779,0.516779,0.516779,0.0,0.0,0.5167795,0.517,0.0,0.0002205,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,22.92,13994.05,70084.88,5,5,0,5,1,0.2,32.618731,10.768074,0.197184,32.61806,10.766084,0.0,0.0,53.83041878,53.84036864,0.0,0.00994986,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,4860.24,4902.17,1072398.18,145,75,0,37,81,0.0,65.606159,14.683324,0.0,77.95,7.776063,0.0,0.0,1127.5292,1101.249332,0.0,-26.27986751,176,8904907.653,8385851.585,0.0,19,75,0,87,0.0,2520000.0,69030.29188,0.0,2653500.779,178422.3741,29,83,EOS,Others
0,0.0,0.0,4.78,1,1,0,1,1,0.999664,0.999664,0.999664,0.998608,0.998608,0.998608,0.0,0.0,0.998608253,0.999664,0.0,0.001055747,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,15.23,0.0,45.7,3,1,0,1,3,101.0,101.0,101.0,1.01,82.713943,33.665988,0.0,0.0,100.9979647,101.0,0.0,0.002035312,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,376.52,367.38,1485077.22,256,3780,0,35,4,0.000182,6.569587,1.297702,0.0,460.46743,19.174111,0.0,0.0,4908.572513,4905.314436,0.0,-3.258076437,18,675095.1438,576.5879,0.0,1,14,0,17,0.0,671408.0,39711.47905,576.5879,576.5879,576.5879,1,17,EOS,EOS
0,2671.89,1625.1,1018283.88,299,135,0,54,125,0.03462,39.495,4.820427,0.0,47.0,2.364669,0.0,0.0,707.0361,650.757622,0.0,-56.27847802,347,13515245.38,3269065.833,0.0,57,142,0,142,0.0,6976278.0,58255.368,0.0,266758.3672,28426.65942,43,141,Others,Others
0,7.91,776.18,588062.15,750,750,0,2,1,0.074896,14.058949,2.586985,0.999163,14.058341,2.586261,0.0,0.0,1939.695888,1940.23862,0.0,0.542732749,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,34793.92,0.0,278351.38,8,0,0,0,4,0.0,0.0,0.0,0.0,0.007123,0.001008,0.0,0.0,0.00806646,0.0,0.0,-0.00806646,10,5.84e-09,5.84e-09,0.0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,1,TAAS,TAAS
0,0.0,40137.49,200687.43,0,5,1,4,0,0.0,10.114955,4.091241,0.0,0.0,0.0,0.0,0.0,0.0,20.45620318,0.0,20.45620318,1,0.307603976,0.0,0.0,0,1,0,1,0.307604,0.307604,0.307604,0.0,0.0,0.0,0,1,No Token Usage,OmiseGO
0,47.06,85304.64,170703.4,2,2,0,2,2,0.295,0.743125,0.519062,0.299997,0.733,0.516498,0.0,0.0,1.032997,1.038125,0.0,0.005128,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,13.69,8834.55,44241.2,5,5,0,1,5,23.895,66.995,45.871,23.894496,66.99458,45.870559,0.0,0.0,229.352795,229.355,0.0,0.002205,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,0.0,94.15,1,1,0,1,1,1.0,1.0,1.0,0.996956,0.996956,0.996956,0.0,0.0,0.99695578,1.0,0.0,0.00304422,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,8921.53,538.88,126876.83,8,103,0,101,5,0.005,420.0,6.07761,0.0,250.0,78.248789,0.0,0.0,625.990313,625.9938806,0.0,0.003567522,6,12262.38466,12261.04766,0.0,1,4,0,4,0.0,10389.14506,3065.596166,1871.902601,10389.14506,6130.523832,2,4,Others,XENON
0,17.94,2060.97,83138.48,39,40,0,3,1,0.089,59.0,9.566143,0.08858,58.99958,9.811008,0.0,0.0,382.6293232,382.6457032,0.0,0.01638,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,0.0,288.05,1,1,0,1,1,1.0,1.0,1.0,0.9978,0.9978,0.9978,0.0,0.0,0.9978,1.0,0.0,0.0022,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,1110.72,4157.83,1,2,0,2,1,1.275942,1.964,1.619971,3.239,3.239,3.239,0.0,0.0,3.239,3.23994205,0.0,0.00094205,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,15.09,6688.78,20111.62,3,3,0,3,1,0.999559,2.492612,1.497558,0.998908,2.491973,1.496849,0.0,0.0,4.490545565,4.49267471,0.0,0.002129145,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,3380.25,31724.0,826902.47,10,25,0,8,4,0.005,47.997876,8.406404,0.0,100.9029,21.015084,0.0,0.0,210.1508433,210.1601022,0.0,0.009258944,2,4.094793702,4.094793702,0.0,1,1,0,1,4.094794,4.094794,4.094794,4.094794,4.094794,4.094794,1,1,OmiseGO,OmiseGO
0,22.16,0.0,66.47,3,1,0,1,3,101.0,101.0,101.0,2.0,63.440953,33.666149,0.0,0.0,100.998446,101.0,0.0,0.001554,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,0.0,816.65,48183.72,1,3,0,3,1,0.061271,1.4,0.653757,1.95,1.95,1.95,0.0,0.0,1.95,1.96127143,0.0,0.01127143,1,13.37,0.0,0.0,0,1,0,1,13.37,13.37,13.37,0.0,0.0,0.0,0,1,No Token Usage,Blockwell say NOTSAFU
0,2241.31,3163.31,1009136.32,271,127,0,51,167,0.08,466.8,14.252174,0.0,193.0,6.818325,0.0,0.0,1847.766083,1810.026085,0.0,-37.73999853,183,45584626.18,43964535.3,0.0,27,100,0,56,0.0,29999797.0,379871.8848,0.0,36548974.0,697849.7667,17,52,Others,Others
0,29.96,11018.05,33144.02,3,3,0,1,1,0.347739,45.05,20.13258,0.342949,45.046956,20.129776,0.0,0.0,60.38932835,60.39773923,0.0,0.008410881,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,0.0,4.83,1,1,0,1,1,1.352964,1.352964,1.352964,1.352492,1.352492,1.352492,0.0,0.0,1.352492274,1.35296391,0.0,0.000471636,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,11.46,1305.04,34229.18,26,26,0,3,26,0.049002,0.134643,0.062301,0.048522,0.13411,0.061846,0.0,0.0,1.607992902,1.619822609,0.0,0.011829707,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,143.12,42.4,371.03,2,2,0,1,2,0.098022,3.860612,1.979317,0.097518,3.860132,1.978825,0.0,0.0,3.957650149,3.958634367,0.0,0.000984218,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,8110.89,5961.32,585846.35,59,18,0,7,21,0.0,1100.005,201.221732,0.0,1000.0,66.320746,0.0,0.0,3912.924,3621.991171,0.0,-290.9328288,74,797358.3715,369001.0001,0.0,13,28,0,34,0.0,427800.0196,18543.21794,0.0,125000.0,11903.25807,9,34,Others,Others
0,6384.84,20300.66,761601.95,8,35,0,3,3,0.005,17.5003,3.779537,0.0,38.91792,16.534508,0.0,0.0,132.2760651,132.2838025,0.0,0.007737373,4,1005.825142,2.931574462,0.0,1,3,0,3,2.931574,600.0,335.275047,2.931574,2.931574,2.931574,1,3,OmiseGO,OmiseGO
0,164.72,0.0,329.43,2,1,0,1,2,101.0,101.0,101.0,0.089485,100.909488,50.499487,0.0,0.0,100.9989738,101.0,0.0,0.001026218,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,110.37,0.82,332.73,3,2,0,2,3,36.850729,64.149271,50.5,0.022139,52.015457,33.666165,0.0,0.0,100.9984936,101.0,0.0,0.001506437,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,5.87,0.16,17.93,3,2,0,2,3,903.920605,1097.079395,1000.5,0.002521,1632.155618,666.999528,0.0,0.0,2000.998585,2001.0,0.0,0.001414909,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
1,3321.02,7004.18,51988.15,3,6,0,6,2,0.008852,2.0013,0.707393,1.0,2.0854,1.3618,0.0,0.0,4.0854,4.24436019,0.0,0.15896019,2,2.048497136,0.0,0.0,0,2,0,2,0.0,2.048497,1.024249,0.0,0.0,0.0,0,2,No Token Usage,Livepeer Token
0,4.01,17845.25,214191.1,12,12,0,3,12,0.002027,0.273383,0.060543,0.001586,0.27285,0.06009,0.0,0.0,0.721078105,0.726514057,0.0,0.005435952,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,873.06,7496.68,441489.38,42,54,0,1,2,0.100001,0.225203,0.107424,0.099243,0.711194,0.137662,0.0,0.0,5.78179826,5.8009166,0.0,0.01911834,3,31.15333861,0.0,0.0,0,3,0,3,0.0,29.049562,10.384446,0.0,0.0,0.0,0,3,No Token Usage,VIU
1,11615.11,0.0,23230.22,2,1,0,1,2,0.25,0.25,0.25,0.05,0.198278,0.124139,0.0,0.0,0.248278,0.25,0.0,0.001722,1,13.37,0.0,0.0,0,1,0,1,13.37,13.37,13.37,0.0,0.0,0.0,0,1,No Token Usage,Blockwell say NOTSAFU
1,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,3842.75,276678.25,0,72,1,3,0,0.0,5.093936,0.945148,0.0,0.0,0.0,0.0,0.0,0.0,68.05066397,0.0,68.05066397,2,1.214562282,0.0,0.0,0,2,0,2,0.099806,1.114756,0.607281,0.0,0.0,0.0,0,2,No Token Usage,DATAcoin
0,47.56,5725.54,761859.33,128,132,0,3,3,0.05061,33.0,8.213325,0.999392,32.99937,8.468811,0.0,0.0,1084.00775,1084.158944,0.0,0.151193507,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,0.0,0.0,646712.73,1,1,0,1,1,0.489,0.489,0.489,0.488496,0.488496,0.488496,0.0,0.0,0.48849602,0.48900002,0.0,0.000504,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,167.62,0.01,335.28,2,3,0,3,2,2.467068,50.998992,33.666667,0.01,100.988974,50.499487,0.0,0.0,100.9989738,101.0,0.0,0.001026218,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,2.94,5033.24,55397.95,11,11,0,6,1,1.227526,18.3424,8.86212,1.227106,18.34198,8.8617,0.0,0.0,97.47870273,97.48332273,0.0,0.00462,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,4.16,25898.91,129515.35,5,5,0,5,1,0.4995,3.456504,1.245729,0.496247,3.456028,1.244087,0.0,0.0,6.22043492,6.22864488,0.0,0.00820996,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,7.06,0.0,14.12,2,1,0,1,2,75.0,75.0,75.0,34.264031,40.734961,37.499496,0.0,0.0,74.998992,75.0,0.0,0.001008,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,1.24,0.82,5.35,3,2,0,2,3,957.647973,1043.352027,1000.5,0.03732,1057.647105,666.999528,0.0,0.0,2000.998585,2001.0,0.0,0.001414909,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
0,46.51,77.1,465714.78,9980,20,3,15,4778,0.000724,50000.0,3596.706728,0.0,45000.0,35.66301,0.0,0.0,355916.8386,71934.13456,0.0,-283982.704,131,51912340.62,51633303.49,0.0,7,85,0,100,0.0,51626823.0,425510.9887,0.0,51626823.0,5737033.721,8,98,Ether,Others
0,17.76,0.0,71.03,4,2,0,2,3,15.626123,85.373877,50.5,0.01,93.65414,25.249475,0.0,0.0,100.9978998,101.0,0.0,0.002100158,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,No Token Usage,No Token Usage
